miniMax 41.736958026885986 Програш 
miniMax 70.12549948692322 Програш 
miniMax 58.364370822906494 Програш 
miniMax 40.452958822250366 Програш 
miniMax 52.203943490982056 Програш 
miniMax 26.75271511077881 Програш 
miniMax 14.173875331878662 Програш 
miniMax 55.07527017593384 Програш 
miniMax 14.255768537521362 Програш 
miniMax 49.40555739402771 Перемога 
miniMax 49.54244327545166 Перемога 
miniMax 33.24321484565735 Програш 
miniMax 52.41523814201355 Програш 
miniMax 51.436262369155884 Перемога 
miniMax 30.342124223709106 Програш 
miniMax 21.510978937149048 Програш 
miniMax 56.98065686225891 Перемога 
miniMax 103.01384902000427 Програш 
miniMax 30.28211283683777 Перемога 
miniMax 29.36236047744751 Програш 
miniMax 73.3522629737854 Програш 
miniMax 39.16770124435425 Перемога 
miniMax 55.6869854927063 Перемога 
miniMax 47.00738978385925 Програш 
miniMax 97.00199031829834 Програш 
miniMax 37.821603298187256 Перемога 
miniMax 40.223891258239746 Перемога 
miniMax 54.88664937019348 Програш 
miniMax 32.545368671417236 Програш 
miniMax 58.58393049240112 Програш 
miniMax 38.39793920516968 Перемога 
miniMax 17.541496515274048 Програш 
miniMax 34.6943678855896 Програш 
miniMax 27.765270948410034 Перемога 
miniMax 17.464390754699707 Програш 
miniMax 62.75343942642212 Програш 
miniMax 375.4571940898895 Програш 
